Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
pen_container_gQP_1_tQP_2.ply,Distorted but identifiable,Low,Medium,Low,High,Low,,,Low,Low,70.28884535,70,Good,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, a low level of missing region, and a low level of deformed shape. The overall quality is rated as good."
pen_container_gQP_1_tQP_3.ply,Distorted but identifiable,Low,Medium,Low,High,Low,,High,Low,Medium,46.53720777,47,Fair,,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, a low level of missing region, and a medium level of deformed shape. The overall quality is rated as fair."
pen_container_gQP_2_tQP_1.ply,Distorted but identifiable,Medium,Medium,Low,High,Low,Low,,Low,High,53.34469001,53,Fair,,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, a low level of missing region, and a high level of deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness. The overall quality is rated as fair."
pen_container_gQP_2_tQP_2.ply,Distorted but identifiable,Medium,Medium,Low,High,Low,Low,Medium,Low,High,44.33274307,44,Poor,,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, a low level of scattering artifact, a medium level of grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gQP_2_tQP_3.ply,Barely Identifiable,Medium,Medium,Low,High,Low,Low,High,Low,Severe,48.20411042,48,Fair,,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a low level of point density distortion, a low level of scattering artifact, a high level of grid artifact, a low level of missing region, and a severe level of deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness. The overall quality is rated as fair."
pen_container_gQP_3_tQP_1.ply,Barely Identifiable,Medium,Medium,,Medium,Low,High,Low,Low,High,33.30402412,33,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, whereas geometric effects involve a low level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gQP_3_tQP_2.ply,Barely Identifiable,Medium,Low,,High,Low,High,Low,Low,High,41.84397306,42,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a low level of color distortion, no perceptible noise, and a high level of blurriness; on the geometric side, we observe a low level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a low level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gQP_3_tQP_3.ply,Barely Identifiable,Medium,Medium,,High,Low,High,Low,Low,Severe,31.29669104,31,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a low level of missing region, and a severe level of deformed shape. The overall quality is rated as poor."
pen_container_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,80.39091182499999,80,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pen_container_gsigma_0_tsigma_32.ply,Slightly distorted but identifiable,Low,Low,High,Low,Low,,,,,59.26583158,59,Good,,"When examining this point cloud, the texture is slightly distorted but identifiable. On the photometric side, we observe a low level of brightness distortion, a low level of color distortion, a high level of noise, and a low level of blurriness; on the geometric side, we observe a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pen_container_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Low,Low,Low,Low,Low,,,,,68.08890859499999,68,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
