Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
pen_container_gQP_3_tQP_1.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,High,Low,Medium,High,37.57399859,38,Poor,"In this point cloud, the texture is distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include a medium level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a medium level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gQP_3_tQP_2.ply,Barely Identifiable,Medium,Medium,None,High,Medium,High,Low,Medium,High,36.57033205,37,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a medium level of missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gQP_3_tQP_3.ply,Barely Identifiable,Medium,Medium,None,Severe,Medium,High,Low,Medium,Severe,60.25533994,60,Good,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, a high level of scattering artifact, a low level of grid artifact, a medium level of missing region, and a severe level of deformed shape. The overall quality is rated as good."
pen_container_gsigma_0_tsigma_8.ply,Slightly distorted but identifiable,Medium,Low,Low,Low,Low,None,None,None,None,80.39091183,80,Excellent,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a low level of color distortion, a low level of noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
pen_container_gsigma_0_tsigma_16.ply,Slightly distorted but identifiable,Medium,Medium,Low,Low,Low,None,None,None,None,59.26583158,59,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
pen_container_gsigma_0_tsigma_32.ply,Distorted but identifiable,Medium,Medium,High,Low,Low,None,None,None,None,48.28489392,48,Fair,"From a perceptual viewpoint, the texture is distorted but identifiable. Geometric distortions are characterized by a low level of point density distortion, no perceptible scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a low level of blurriness. The overall quality is rated as fair."
pen_container_gsigma_2_tsigma_8.ply,Distorted but identifiable,Medium,Medium,High,Medium,Medium,Low,None,None,None,46.06372244,46,Fair,"Considering this point cloud, the texture is distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
pen_container_gsigma_2_tsigma_16.ply,Barely Identifiable,Medium,Medium,High,Medium,Medium,Low,None,None,Medium,37.11979418,37,Poor,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, a high level of noise, and a medium level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a medium level of deformed shape are also present. The overall quality is rated as poor."
pen_container_gsigma_2_tsigma_32.ply,Barely Identifiable,Medium,High,Severe,High,Medium,Low,None,None,High,32.20091381,32,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness, whereas geometric effects involve a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a high level of deformed shape. The overall quality is rated as poor."
pen_container_gsigma_4_tsigma_8.ply,Barely Identifiable,Medium,High,High,Severe,Medium,Low,None,None,High,30.20702345,30,Poor,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a high level of noise, and a severe level of blurriness. Geometric artifacts such as a medium level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a high level of deformed shape are also present. The overall quality is rated as poor."
pen_container_gsigma_4_tsigma_16.ply,Barely Identifiable,Medium,High,Severe,High,High,Low,None,None,High,27.24729976,27,Poor,"Visually, the texture is barely identifiable, with photometric distortions such as a medium level of brightness distortion, a high level of color distortion, a severe level of noise, and a high level of blurriness. Geometric artifacts such as a high level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and a high level of deformed shape are also present. The overall quality is rated as poor."
